"name","address","suburb","city","postCode","phone","longitude","latitude"
"Z Hornby","52 Carmen Rd","Hei Hei","Christchurch","8042","03 349 9129","172.528503","-43.538147"
"Bus Stop Dairy","254 Opawa Road","Hillsborough","Christchurch","8022","03 337 8008","172.6725568","-43.55870217"
"Countdown Hornby","17 Chappie Place","Hornby","Christchurch","8042","03 344 0450","172.5297067","-43.54259986"
"Hornby Mall Lotto","418 Main South Road","Hornby","Christchurch","8042","03 3498145","172.5258123","-43.54341876"
"Ilam New World","47C - 57C Peer Street","Upper Riccarton","Christchurch","8041","03 343 5646","172.569634","-43.526341"
"Islington Superette","310D Waterloo Road","Islington","Christchurch","7676","03 349 7721","172.5139745","-43.54069014"
"Templeton Convenience Store","733C Main South Road","Islington","Christchurch","8042","03 349 9593","172.4867768","-43.55032616"
"Z Templeton","720 Main South Road","Islington","Christchurch","8042","03 349 9632","172.488373","-43.54948"
"Paper Plus Eastgate","6 Buckleys Road","Linwood","Christchurch","8062","03 389 4081","172.675416","-43.532004"
"Stanmore New World","288 Stanmore Road","Richmond","Christchurch","8013","03 389 7617","172.6564742","-43.51978753"
"Stanmore Supervalue","96 Stanmore Road","Linwood","Christchurch","8011","03 3892933","172.6570548","-43.53091419"
"Woodham Foodmarket","214 Woodham Road","Linwood","Christchurch","8011","03 981 5122","172.6754278","-43.52529626"
"Z Linwood","214 Linwood Avenue","Linwood","Christchurch","8011","03 389 8115","172.6712676","-43.53276226"
"BP Mairehau","435 Innes Road","Mairehau","Christchurch","8052","03 385 3477","172.6425058","-43.49763989"
"Hills Road Dairy","349 Hills Road","Mairehau","Christchurch","8013","03 385 8807","172.649074","-43.496822"
"Fresh Choice Merivale","189 Papanui Road","Merivale","Christchurch","8014","03 355 4432","172.6219486","-43.51255067"
"Countdown New Brighton","91 Brighton Mall","New Brighton","Christchurch","8061","03 3739007","172.7284797","-43.5076152"
"New Brighton Lotto & Discounter","99 Seaview Road","New Brighton","Christchurch","8061","03 3889528","172.727043","-43.507987"
"Paper Plus New Brighton","72 Brighton Mall","New Brighton","Christchurch","8083","03 388 1809","172.7288111","-43.50740672"
"QEII Foodmarket","251 Travis Road","New Brighton","Christchurch","8083","03 388 5373","172.7105981","-43.49501379"
"Countdown Eastgate","Cnr Linwood Ave & Buckleys Rd","Linwood","Christchurch","8011","03 373 8009","172.6733586","-43.53340076"
"The Mad Butcher Papanui","Cnr Main North & Northcote Rds","Northcote","Christchurch","8052","03 352 4444","172.6160282","-43.48463838"
"Northwood New World","2 Mounter Ave","Northwood","Christchurch","8051","03 375 9004","172.6212785","-43.46001874"
"Z Brougham St","495 Brougham Street","Waltham","Christchurch","8023","03 379 6241","172.6570381","-43.54821532"
"Countdown Northlands","85 Main North Road","Papanui","Christchurch","8052","03 375 0092","172.6107551","-43.49336849"
"Elmwood Mini Market","10 Normans Road","Strowan","Christchurch","8052","03 3554014","172.6079845","-43.50985448"
"Northlands Pak N Save","55 Main North Road","Papanui","Christchurch","8052","03 352 9872","172.6092118","-43.49496541"
"Whitcoulls Northlands","55 Main North Road","Northcote","Christchurch","8052","03 9773568","172.6106068","-43.49231305"
"Z Carlton Corner","1 Papanui Road","Merivale","Christchurch","8014","03 355 9532","172.6271516","-43.52009865"
"Bower Ave Food Market","138 Beach Road","North New Brighton","Christchurch","8083","03 281 8502","172.711685","-43.486382"
"Fresh Choice Parklands","60 Queenspark Drive","Parklands","Christchurch","8083","03 383 1004","172.7060292","-43.48163959"
"Parklands Lotto & Post","60 Queenspark Drive","Parklands","Christchurch","8083","03 383 0303","172.706181","-43.48184303"
"3 Arrows Prebbleton","585 Springs Road","Prebbleton","Christchurch","7604","03 349 8825","172.5124494","-43.58096694"
"Redcliffs Convenience Store","85 Main Road","Redcliffs","Christchurch","8081","03 384 3366","172.738595","-43.561533"
"Redcliffs New World","188 Main Road","Redcliffs","Christchurch","8081","03 373 6131","172.738998","-43.562498"
"Redwood Mini Market","284 Main North Road","Redwood","Christchurch","8051","03 352 7707","172.6168626","-43.47763741"
"Hagley Night N Day Foodstore","11 Riccarton Road","Riccarton","Christchurch","8041","03 348 7673","172.6113944","-43.52886102"
"Kosco Blenheim Road","227 Blenheim Road","Riccarton","Christchurch","8041","03 343 3101","172.588434","-43.538407"
"Kosco Riccarton","92A Riccarton Road","Riccarton","Christchurch","8041","03 341 8285","172.6014375","-43.5294483"
"Naresh Foodstore","1 Puriri Street","Riccarton","Christchurch","8041","03 348 6463","172.5915901","-43.53022062"
"Pak N Save Riccarton","129 Riccarton Road","Riccarton","Christchurch","8041","03 348 9727","172.5975066","-43.53007342"
"Paper Plus Bush Inn","340 Riccarton Road","Upper Riccarton","Christchurch","8041","03 343 5094","172.5742624","-43.53175395"
"Whitcoulls Riccarton","129 Riccarton Road","Riccarton","Christchurch","8041","03 977 3554","172.597418","-43.53014704"
"Z Curletts Rd","Cnr Curletts Rd & Blenheim Rd","Sockburn","Christchurch","8042","03 348 5155","172.5678798","-43.53867103"
"Richmond Dairy","337 Stanmore Road","Richmond","Christchurch","8013","03 389 2669","172.656183","-43.518273"
"Countdown Rolleston","59 Rolleston Drive","Rolleston","Christchurch","7614","03 347 8264","172.3875668","-43.59507938"
"Cutts Mini Mart","1 Cutts Road","Russley","Christchurch","8042","03 342 8565","172.542155","-43.522566"
"Countdown The Palms","18 Marshland Road","Shirley","Christchurch","8061","03 375 7003","172.6628056","-43.50535332"
"Moko Price Cutter","118 Marshland Road","Shirley","Christchurch","8061","03 386 1312","172.662259","-43.499037"
"Z Shirley","7 Marshland Road","Shirley*","Christchurch","8061","03 385 2706","172.662445","-43.507501"
"Challenge Milton Street","111 - 115 Milton Street","Somerfield","Christchurch","8024","03 332 6056","172.6273023","-43.55385239"
"Bridge Street Dairy","86 Estuary Road","New Brighton","Christchurch","8062","03 3886909","172.7324027","-43.52307627"
"Bewdley Minimart","49 Bewdley Street","Spreydon","Christchurch","8024","03 339 6642","172.612426","-43.55201"
"Lincoln Road Supervalue","108 Lincoln Road","Spreydon","Christchurch","8024","03 3385395","172.6012496","-43.54981619"
"Z Barrington","253 Barrington Street","Spreydon","Christchurch","8024","03 338 4285","172.6185672","-43.55732793"
"Kiwi Bookshop","76 Edgeware Road","St Albans","Christchurch","8014","03 365 3539","172.6376251","-43.51342918"
"Supervalue Sumner","41 Nayland Street","Sumner","Christchurch","8081","03 326 5688","172.7597069","-43.56970591"
"Beckenham Lotto & News Agency","151A Colombo Street","Sydenham","Christchurch","8023","03 332 2039","172.6366739","-43.55684581"
"South City Lotto & Post","555 Colombo Street","Christchurch Central","Christchurch","8011","03 379 2527","172.6366393","-43.53773717"
"Countdown Church Corner","Cnr Hansens Ln & Riccarton Rd","Upper Riccarton","Christchurch","8041","03 3483754","172.5739867","-43.53199311"
"Laxmi Foodstore","3/317 Pages Road","Wainoni","Christchurch","8061","03 388 5151","172.7005446","-43.51780929"
"Bronskis More Than a Dairy","243 Ferry Road","Waltham","Christchurch","8011","03 366 9755","172.657844","-43.539777"
"Patel's Dairy and Foodmarket","206 Waltham Road","Sydenham","Christchurch","8023","03 379 1980","172.6470926","-43.54541609"
"St Martins New World Supermarket","96 Wilsons Road","St Martins","Christchurch","8023","03 337 0811","172.654364","-43.557875"
"Wigram New World","51 Skyhawk Road","Wigram","Christchurch","8042","03 322 5730","172.558056","-43.552614"
"New World Ferry Road","7-11 St John Street","Woolston","Christchurch","8023","03 384 1140","172.6846084","-43.54945875"
"PK's Dairy","448 Ferry Road","Woolston","Christchurch","8023","03 381 0803","172.6707046","-43.54484948"
"Z Woolston","417 - 423 Ferry Road","Woolston","Christchurch","8023","03 389 2292","172.668086","-43.54341759"
"Clive Four Square","198 Main Road","Clive","Clive","4102","06 870 0850","176.9162234","-39.581942"
"Clyde Four Square","5 Fraser Street","Clyde","Clyde","9330","03 449 2718","169.3194575","-45.188589"
"Collingwood on the Spot","12 Tasman Street","RD1","Collingwood","7073","03 524 8221","172.682279","-40.676537"
"Coromandel Four Square","18 Kapanga Road","Coromandel","Coromandel","3506","07 866 8808","175.4975585","-36.76006867"
"Coromandel Super Saver With Lotto","214 Kapanga Road","Coromandel","Coromandel","3506","07 866 8724","175.4984381","-36.75826761"
"Cromwell New World","2 Murray Terrace","Cromwell","Cromwell","9310","03 4451577","169.1950327","-45.03788844"
"Paper Plus Cromwell","19 The Mall","Cromwell","Cromwell","9342","03 4451166","169.1982404","-45.03704816"
"Culverden Four Square","28 Mountain View Road","Culverden","Culverden","7345","03 315 8020","172.8482713","-42.77418578"
"Caltex Westlow","166 High Street","Dannevirke","Dannevirke","4930","06 374 6834","176.102115","-40.208154"
"Dannevirke Four Square","247 High Street","Dannevirke","Dannevirke","4930","063748805","176.1090899","-40.20327624"
"Dannevirke New World","8 Barraud Street","Dannevirke","Dannevirke","4930","06 374 7039","176.0974076","-40.21001401"
"Darfield Dairy","53A South Terrace","Darfield","Darfield","7510","03 3188709","172.1066437","-43.48895342"
"Countdown Dargaville","125-129 Victoria Street","Dargaville","Dargaville","0310","09 439 3035","173.8727363","-35.939823"
"Dargaville Four Square","113 Victoria Street","Dargaville","Dargaville","0310","09 439 1083","173.870654","-35.940698"
"Dargaville Postshop & Lotto","80 Victoria Street","Dargaville","Dargaville","0310","09 4396051","173.869821","-35.94146169"
"Drury Lane Lotto Superette","234 Great South Road","Franklin","Drury","2113","09 294 8804","174.9519159","-37.10353039"
"Centre City New World","Cumberland Street","Dunedin","Dunedin","9016","03 4774677","170.507343","-45.87070149"
"City Mini Market Dunedin","90 Princes Street","Dunedin","Dunedin","9016","03 477 4536","170.502512","-45.875633"
"Countdown Andersons Bay","560 Andersons Bay Road","South Dunedin","Dunedin","9012","03 466 3225","170.5087598","-45.89661858"
"Countdown Dunedin","309 Cumberland Street","Dunedin","Dunedin","9010","03 4777283","170.507299","-45.87324761"
"Countdown Dunedin South","323 Andersons Bay Road","South Dunedin","Dunedin","9012","03 466 3100","170.502555","-45.892575"
"Whitcoulls George Street","143 George Street","Dunedin","Dunedin","9016","03 955 3132","170.504542","-45.87224"
"Z Andy Bay","333 Andersons Bay Road","South Dunedin","Dunedin","9012","03 455 6235","170.50322","-45.892632"
"Brighton Store","1042 Brighton Road","Brighton","Dunedin","9035","03 481 1870","170.3303806","-45.94790387"
"Caversham Foodmarket & Lotto","263 South Road","Caversham","Dunedin","9012","03 455 7427","170.4814669","-45.89626137"
"Paper Plus Dunedin","251 George Street","Dunedin","Dunedin","9016","03 477 4291","170.505342","-45.87079489"
"South Dunedin Night n Day","287 King Edward Street","South Dunedin","Dunedin","9012","03 4552315","170.500628","-45.89638139"
"Fresh Choice Green Island","230 Main South Road","Green Island","Dunedin","9018","03 488 2317","170.4284465","-45.90198185"
"Green Island Lucky Lotto and Milkbar","214 Main South Road","Green Island","Dunedin","9018","03 488 2552","170.42918","-45.90222613"
"Foodlands Four Square","185 Kaikorai Valley Road","Bradford","Dunedin","9010","03 453 5742","170.4746883","-45.86971856"
"Z Valley","248 Kaikorai Valley Road","Bradford","Dunedin","9011","03 453 6728","170.472122","-45.872543"
"Paper Plus Dunedin Airport","Miller Road","Momona","Dunedin","9018","03 486 2708","170.2058124","-45.91536711"
"Mornington Lotto & Post","43 Mailer Street","Mornington","Dunedin","9011","03 4534611","170.4792578","-45.88112164"
"Musselburgh Food Centre","134 Musselburgh Rise","Musselburgh","Dunedin","9013","03 456 3588","170.520524","-45.89780777"
"Gardens New World","6 North Road","North East Valley","Dunedin","9010","03 4738754","170.5195949","-45.85486744"
"Quarry Food Market","314 North Road","North East Valley","Dunedin","9010","03 473 0261","170.5337459","-45.84776922"
"Port Chalmers Four Square","65 George Street","Port Chalmers","Dunedin","9023","03 472 8746","170.620169","-45.817127"
"Fresh Choice Roslyn","279 Highgate","Roslyn","Dunedin","9010","03 474 0983","170.489191","-45.86756628"
"Tahuna Camp Store","41A Victoria Road","Lawyers Head","Dunedin","9013","03 455 1661","170.5147255","-45.90517922"
"Pak n Save Dunedin","86 Hillside Road","South Dunedin","Dunedin","9018","03 4555129","170.4998559","-45.89245193"
"Wakari Lotto & Post Centre","286 Taieri Road","Wakari","Dunedin","9010","03 476 3133","170.4780739","-45.85766649"
"Gull Edgecumbe","31 Bridge Street","Edgecumbe","Edgecumbe","3120","07 3049529","176.8266506","-37.97560004"
"Eketahuna Four Square & Lotto","27 Main Street","Eketahuna","Eketahuna","4900","06 375 8266","175.7030996","-40.64543117"
"Eltham Four Square","156 High Street","Eltham","Eltham","4322","06 764 5310","174.299321","-39.429975"
"Fairlie Four Square","Main Street","Fairlie","Fairlie","7925","03 685 8081","170.8289023","-44.09932208"
"SuperValue Featherston","42 Fitzherbert Street","Rimutaka Hill","Featherston","5710","06 308 9104","175.325045","-41.117094"
"Countdown Feilding","Cnr Kimbolton and Weld Streets","Feilding","Feilding","4702","06 323 3113","175.5691365","-40.22438144"
"Feilding Video Centre","37 Kimbolton Road","Feilding","Feilding","4702","06 3236988","175.5633489","-40.22709474"
"Smiths Pharmacy","1 Manchester Square","Feilding","Feilding","4702","06 323 4121","175.5646465","-40.22690362"
"Take Note Foxton","22 Main Street","Foxton","Foxton","4814","06 363 8800","175.2812072","-40.47195238"
"Foxton Beach Four Square","61 Seabury Avenue","Foxton Beach","Foxton Beach","4815","06 363 5071","175.2401232","-40.46832121"
"Patumahoe Four Square","13 Patumahoe Road","Patumahoe","Franklin","2679","09 236 3838","174.828577","-37.187775"
"Franz Josef Four Square","Main State Highway 6","Franz Josef Glacier","Franz Josef Glacier","7856","03 7520177","170.1807251","-43.38831005"
"Fresh Choice Geraldine","7 Peel Street","Geraldine","Geraldine","7930","03 693 8529","171.242241","-44.09102101"
"Geraldine Books & Post","26 Talbot Street","Geraldine","Geraldine","7991","03 693 8647","171.2435447","-44.09110207"
"Countdown Gisborne","73 Carnarvon Street","Gisborne","Gisborne","4010","06 869 0880","178.0191513","-38.66171359"
"Grant Bros.","56 Peel Street","Gisborne","Gisborne","4010","06 8674080","178.02695","-38.6671484"
"House Of Gifts & Lotto","138 Gladstone Road","Gisborne","Gisborne","4010","06 867 6426","178.0249924","-38.66583573"
"Kaiti Supervalue","504 Wainui Road","Inner Kaiti","Gisborne","4010","06 8688 027","178.046059","-38.675514"
"Network Video Gisborne","90 Grey Street","Gisborne","Gisborne","4010","06 8679 899","178.024418","-38.664622"
"Pak N Save Gisborne","274 Gladstone Road","Gisborne","Gisborne","4010","06 868 9029","178.0215696","-38.6634955"
"Z Gisborne","300 Gladstone Road","Gisborne","Gisborne","4010","06 868 5082","178.021064","-38.663207"
"Elgin Four Square","701 Childers Road","Te Hapara","Gisborne","4010","06 867 7368","177.9960426","-38.65694399"
"Ideal Store","104 Wainui Road","Inner Kaiti","Gisborne","4010","06 8677 581","178.0334344","-38.66997686"
"Mangapapa Four Square","2 Winter Street","Mangapapa","Gisborne","4010","06 867 0792","178.010628","-38.643128"
"Lytton West Post & Lotto","3 Potae Avenue","Riverdale","Gisborne","4010","06 8676144","178.0028258","-38.64048389"
"Eastern Store","29 Rata Street","Te Araroa","Gisborne","4087","06 864 4874","178.368996","-37.63318"
"Rangatira Motors","57 Cliff Road","Te Karaka","Gisborne","4022","06 862 3635","177.8637862","-38.46952359"
"Countdown Gore","24 Medway Street","East Gore","Gore","9710","03 209 0020","168.9446051","-46.09869283"
"New World Gore","2 Irk Street","East Gore","Gore","9710","03 208 4139","168.9422737","-46.09980416"
"Paper Plus Gore","44 Irk Street","East Gore","Gore","9710","03 208 7528","168.9453191","-46.0998859"
"United Video Gore","127 Main Street","East Gore","Gore","9710","03 2087878","168.9440049","-46.10162456"
"Countdown Greymouth","174B Mawhera Quay","Greymouth","Greymouth","7805","03 769 9210","171.213472","-42.44869822"
"Greymouth New World","124-128 High Street","Greymouth","Greymouth","7805","03 768 4441","171.1956186","-42.46291082"
"On the Spot & Lotto Greymouth","85 Mackay Street","Greymouth","Greymouth","7805","03 7685333","171.2106839","-42.4485275"
"Four J's Takeaways","406 Main South Road","South Beach","Greymouth","7805","03 762 6603","171.172655","-42.500394"
"Challenge Greytown","","Greytown","Greytown","5712","06 304 9411","175.452783","-41.087093"
"Fresh Choice Greytown","6 Hastwell Street","Greytown","Greytown","5712","06 304 7237","175.459058","-41.080673"
"5 Cross Roads Post & Paper","258 Peachgrove Road","Fairfield","Hamilton","3214","07 855 6768","175.293217","-37.77235589"
"Countdown Bridge Street","Bridge Street","Hamilton","Hamilton","3204","07 838 2714","175.286951","-39.973762"
"Countdown Hamilton","Cnr Angelsea & Liverpool Str","Hamilton","Hamilton","3204","07 834 1490","175.2735596","-37.78126214"
"Countdown St James","Cnr Thomas & Hukanui Roads","Rototuna North","Hamilton","3210","09 255 2396","175.2731747","-37.73075306"
"Hillcrest Four Square","271A Clyde Street","Hamilton East","Hamilton","3210","07 856 8101","175.308953","-37.789866"
"Whitcoulls Centre Place","Cnr Victoria & Bryce Streets","Hamilton","Hamilton","3204","07 959 7000","175.280533","-37.78580141"
"Chartwell Lotto","Hukanui Road","Chartwell","Hamilton","3210","07 854 8393","175.2799721","-37.75146238"
"Crosby Road Superette","10 Crosby Road","Chartwell","Hamilton","3210","07 855 5884","175.284828","-37.756206"
"River Road Foodmarket","748 River Road","Chartwell","Hamilton","3210","07 854 9592","175.267530","-37.759993"
"Whitcoulls Chartwell","Cnr Hukanui and Comries Road","Chartwell","Hamilton","3210","07 959 7002","175.2797221","-37.75090799"
"Parkwood Supervalue","2 Gordonton Road","Chartwell","Hamilton","3281","07 9744 748","175.294123","-37.749259"
"Caltex Dinsdale","163 Whatawhata Road","Dinsdale","Hamilton","3204","07 846 7263","175.235558","-37.0797351"
"Countdown Dinsdale","47 Whatawhata Road","Dinsdale","Hamilton","3204","07 847 3569","175.245917","-37.795390"
"Take Note Dinsdale","44A Whatawhata Road","Dinsdale","Hamilton","3204","07 847 6062","175.245419","-37.79559073"
"Tuhikaramea Superette","Tuhikaramea Road","Dinsdale","Hamilton","3204","07 847 4839","175.2432576","-37.80335511"
"Z Dinsdale","Cnr Whatawhata&Tuhikaramea Rds","Dinsdale","Hamilton","3204","07 847 5297","175.2473317","-37.79515445"
"Z Five Crossroads","243 Peachgrove Road","Fairfield","Hamilton","3214","07 855 0932","175.2929968","-37.77255881"
"Davies Corner Foodmarket","31 Hukanui Road","Fairfield","Hamilton","3214","07 855 6554","175.2871472","-37.76171719"
"Heaphy Terrace Four Square","1030 Heaphy Terrace","Fairfield","Hamilton","3214","07 855 3957","175.2829609","-37.77117497"
"Fairview Downs Superette","42 Powells Road","Fairview Downs","Hamilton","3214","07 855 0079","175.30385","-37.76548984"
"Flagstaff Supervalue","1158 River Road","Flagstaff","Hamilton","3210","07 854 0588","175.252124","-37.738442"
"Underpass Superette","123 Forest Lake Road","Forest Lake","Hamilton","3200","07 847 6764","175.2523283","-37.77796032"
"Ezi Park Superette","77 Greenwood Street","Frankton","Hamilton","3204","07 847 4966","175.2590797","-37.80597657"
"Frankton Lotto & Stationery","163 Commerce Street","Frankton","Hamilton","3204","07 847 9660","175.264769","-37.78804862"
"Glenview Centre Lotto & Stationery","220 Ohaupo Road","Glenview","Hamilton","3206","07 8434018","175.2875433","-37.82243375"
"Gordonton Superette","1038 Gordonton Road","Gordonton","Hamilton","3281","07 824 3182","175.306446","-37.670598"
"City Mart","384 Victoria Street","Hamilton Central","Hamilton","3204","07 834 1133","175.2826237","-37.78648197"
"Paper Plus Hamilton","Ward Street","Hamilton Central","Hamilton","3204","07 839 4991","175.280318","-37.786870"
"Best Choice Mini Mart","119 Clyde Street","Hamilton East","Hamilton","3216","07 856 9844","175.298226","-37.790166"
"Claudelands Food Centre","702 Grey Street","Hamilton East","Hamilton","3216","07 855 9039","175.289591","-37.782465"
"Countdown Claudelands","160 Peachgrove Road","Hamilton East","Hamilton","3216","07 853 0003","176.298914","-37.779732"
"Eastside Mags and More","382 Grey Street","Hamilton East","Hamilton","3216","07 856 5875","175.293581","-37.79288"
"Grey Street Supermarket","130 Grey Street","Hamilton East","Hamilton","3216","07 858 4300","175.296140","-37.798760"
"Pak N Save Clarence Street","85 Clarence Street","Hamilton Lake","Hamilton","3204","07 8394056","175.2818802","-37.79447597"
"Selwyn Street Dairy","1 Selwyn Street","Hamilton Lake","Hamilton","3204","07 838 1432","175.281286","-37.803243"
"Z K Drive","124-126 Kahikatea Drive","Hamilton Lake","Hamilton","3204","07 849 5025","175.2712977","-37.80744491"
"Cambridge Road Dairy","31 Cambridge Road","Hillcrest","Hamilton","3216","07 859 0230","175.3105472","-37.79734409"
"Hillcrest New World","280 Cambridge Road","Hillcrest","Hamilton","3216","07 856 7094","175.3223068","-37.80174055"
"Video Ezy Hillcrest & PostShop","276 Cambridge Road","Hillcrest","Hamilton","3216","07 858 4555","175.3226095","-37.8013784"
"Shop Rite Dairy","218A Maeroa Road","Maeroa","Hamilton","3200","07 847 6989","175.258324","-37.780171"
"Bader Street Mini Mart","9 Bader Street","Bader","Hamilton","3206","07 843 9666","175.2870974","-37.8084393"
"Glenview Food Centre","147 Ohaupo Road","Melville","Hamilton","3206","07 843 5205","175.282624","-37.817484"
"Kingsway Superette","36 Prisk Street","Melville","Hamilton","3206","07 843 6423","175.273998","-37.815717"
"R-Jays Superette","27 Ohaupo Road","Melville","Hamilton","3206","07 843 7225","175.280498","-37.808599"
"JB Superette","66 Ellicott Road","Nawton","Hamilton","3200","07 847 7561","175.24542","-37.78396"
"Nawton Stationers & Lotto","Cnr Hyde Avenue & Grandview Rd","Nawton","Hamilton","3200","07 847 0263","175.2362088","-37.78108192"
"Sai Baba Foodmarket","101 Avalon Drive","Nawton","Hamilton","3200","07 849 4017","175.241761","-37.772919"
"The Store Hamilton Airport","Airport Road","Glenview","Hamilton","3282","07 848 9044","175.3355136","-37.86575058"
"Matangi General Store","453 Tauwhare Road","Matangi","Hamilton","3284","07 829 5876","175.3949865","-37.8043186"
"Te Kowhai Foodcentre","656 Horotiu Road","Burbush","Hamilton","3288","07 829 7333","175.1526628","-37.74328506"
"Rototuna FoodMart","412 Hukanui Road","Rototuna","Hamilton","3210","07 854 9999","175.2733181","-37.73567082"
"New World Rototuna","44 Horsham Downs Road","Rototuna North","Hamilton","3210","07 853 0260","175.2730587","-37.7304504"
"Paper Plus Rototuna","44 Horsham Downs Road","Huntington","Hamilton","3210","07 853 7480","175.274977","-37.728674"
"Silverdale Four Square","120 Silverdale Road","Silverdale","Hamilton","3216","07 856 9995","175.3260694","-37.78988749"
"Bryant Park Mini Supermarket","201 Sandwich Road","St Andrews","Hamilton","3200","07 849 2439","175.2489071","-37.74858511"
"St Andrews Dairy","17 Braid Road","St Andrews","Hamilton","3200","07 849 4582","175.2592352","-37.75750483"
"Countdown Te Rapa","Cnr Te Rapa Road & Eagle Way","Pukete","Hamilton","3200","07 850 5091","175.2329646","-37.7462957"
"New World Te Rapa","751 Te Rapa Road","Te Rapa","Hamilton","3200","07 849 0300","175.2407411","-37.75288629"
"Paper Plus - The Base","Maahanga Drive","Pukete","Hamilton","3200","07 849 0945","175.2340037","-37.7484817"
"Whitcoulls The Base","Maahanga Drive","Te Rapa","Hamilton","3200","07 959 7008","175.2354993","-37.74985233"
"Z Pukete","Cnr Pukete & Te Rapa Roads","Te Rapa","Hamilton","3200","07 849 1103","175.2409771","-37.75229649"
"Te Rapa Lucky Lotto","Garnett Avenue","Te Rapa","Hamilton","3200","07 849 4697","175.2528188","-37.76445057"
"Mill St. Pak N Save","17 Mill Street","Whitiora","Hamilton","3200","07 839 7870","175.2737558","-37.77802873"
"Z Stadium","26 Mill Street","Whitiora","Hamilton","3200","07 838 2956","175.271389","-37.780529"
"Hanmer Four Square","12 Conical Hill","Hanmer Springs","Hanmer Springs","7392","03 315 7190","172.829353","-42.52122418"
"Bay Plaza Pharmacy","221 Russell Street North","Hastings","Hastings","4122","06 222 6100","176.846044","-39.640496"
"Countdown Hastings","225 Queen Street West","Hastings","Hastings","4122","06 872 7237","176.8424561","-39.63922831"
"Denton Wyatt Bookshop","231 Heretaunga Street East","Hastings","Hastings","4122","06 8784752","176.8451615","-39.64371072"
"Hastings City New World","400 Heretaunga Street East","Hastings","Hastings","4122","06 876 9881","176.8464546","-39.64474319"
"Paper Plus Hastings","100 Heretaunga Street West","Hastings","Hastings","4122","06 878 9204","176.8454733","-39.64033687"
"Z Heretaunga Street","510 Heretaunga Street","Hastings","Hastings","4122","06 876 4952","176.838448","-39.637839"
"Flaxmere Pharmacy","Shop 12, Swansea Road","Flaxmere","Hastings","4120","06 8799880","176.7888171","-39.62613272"
"Scott Drive Four Square","29 Scott Drive","Flaxmere","Hastings","4120","06 879 6378","176.777648","-39.621088"
"Frimley Four Square","505 Frimley Road","Frimley","Hastings","4120","06 878 3745","176.827923","-39.622574"
"Mahora Four Square","525 Frederick Street","Mahora","Hastings","4120","06 878 3674","176.8505742","-39.62825579"
"East End Four Square","1112 Heretaunga Street East","Parkvale","Hastings","4122","06 878 7906","176.8557968","-39.65254772"
"Caltex Karamu Road","800 Karamu Road North","Hastings","Hastings","4120","06 876 4744","176.8521906","-39.63804868"
"Pak N Save Hastings","600 Heretaunga Street West","St Leonards","Hastings","4120","06 876 6053","176.8379046","-39.63716005"
"Unichem Stortford Lodge Pharmacy","1107 Heretaunga Street West","St Leonards","Hastings","4122","06 878 9812","176.8318","-39.63085356"
"Caltex Omahu Road","1108 Omahu Road","Twyford","Hastings","4120","06 879 9783","176.8109033","-39.61766356"
"Cape View Four Square","12 Clifton Road","Haumoana","Haumoana","4102","06 875 0598","176.9571711","-39.61600137"
"Hautapu Country Store","17 Hautapu Road","Leamington","Hautapu","3450","07 827 7979","175.4530943","-37.86046801"
"Take Note Havelock North","8 Te Mata Road","Havelock North","Havelock North","4130","06 877 7079","176.8775057","-39.6702575"
"Te Mata Four Square","171 Te Mata Road","Havelock North","Havelock North","4130","06 877 0925","176.8962706","-39.667822"
"Village Lotto and Gifts","10 Porter Drive","Havelock North","Havelock North","4130","06 877 7320","176.876771","-39.671153"
"Havelock Four Square","68 Main Road","Havelock/Marlborough","Havelock/Marlborough","7100","03 5742166","173.7667303","-41.2778042"
"@ Your Office & Lotto","168 High Street","Hawera","Hawera","4610","06 278 7236","174.2813206","-39.58864061"
"Countdown Hawera","Corner Union and Nelson Street","Hawera","Hawera","4610","06 278 0026","174.281547","-39.587509"
"Loveridges Lotto & Video","88 High Street","Hawera","Hawera","4610","06 278 5921","174.2833229","-39.58923031"
"Pak N Save Hawera","54 Princes Street","Hawera","Hawera","4610","06 278 5551","174.2834483","-39.590741"
"Z Hawera","226 South Road","Hawera","Hawera","4610","06 278 6295","174.281566","-39.5939044"
"Kaponga Four Square","53 Victoria Street","Kaponga","Hawera","4679","06 764 6837","174.150518","-39.429313"
"Countdown Helensville","43 Commercial Road","Helensville","Helensville","0800","09 255 9661","174.451131","-36.677272"
"Take Note Helensville","64 Commercial Road","Rodney","Helensville","0800","09 420 8646","174.4506771","-36.67638908"
"Hikurangi Four Square","29 King Street","Hikurangi","Hikurangi","0114","09 433 8818","174.28649","-35.59717459"
"Fitzherbert Street Four Square","143 Fitzherbert Street","Hokitika","Hokitika","7810","03 7558165","170.9693889","-42.71400889"
"Hokitika New World","116 Revell Street","Hokitika","Hokitika","7810","03 7558390","170.9625325","-42.7164753"
"Stafford Street Four Square","140 Stafford Street","Hokitika","Hokitika","7810","03 755 8442","170.97136","-42.719541"
"Taylor's Four Square","4 Milne Street","Hunterville","Hunterville","4730","06 322 8069","175.5685387","-39.93706017"
"Freds Four Square","101 Bailey Street","Huntly","Huntly","3700","07 828 7438","175.1610357","-37.53640843"
"The Bookshop and Lotto","138 Main Street","Huntly","Huntly","3700","07 828 8079","175.1588432","-37.55967705"
